Maakond,Aasta,Hoone liik,Tekkepõhjus,Kuu,Hoonetulekahjud
Lääne-Viru maakond,2015,Eluhooned,Seadme või süsteemi vale paigaldus,2,1
Lääne-Viru maakond,2015,Mitteeluhooned,Seadme või süsteemi vale paigaldus,2,1
Lääne-Viru maakond,2015,Mitteeluhooned,Kindlaks tegemata põhjus,2,1
Järva maakond,2015,Mitteeluhooned,Rike elektripaigaldises,2,1
Järva maakond,2015,Eluhooned,Kütteseadmete kasutamisel,2,1
Järva maakond,2015,Eluhooned,Lahtise tule kasutamisel,2,2
Jõgeva maakond,2015,Eluhooned,Konstruktsioonipuudus,2,1
Jõgeva maakond,2015,Mitteeluhooned,Kindlaks tegemata põhjus,2,1
Ida-Viru maakond,2015,Eluhooned,Suitsetamisel,2,1
Ida-Viru maakond,2015,Mitteeluhooned,Summutist jt seadmetest lenduvad sädemed,2,1
Ida-Viru maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,2,4
Ida-Viru maakond,2015,Eluhooned,Elektriseadmete kasutamisel,2,1
Ida-Viru maakond,2015,Eluhooned,Rike elektripaigaldises,2,2
Ida-Viru maakond,2015,Eluhooned,Lahtise tule kasutamisel,2,2
Ida-Viru maakond,2015,Eluhooned,Kütteseadmete kasutamisel,2,3
Ida-Viru maakond,2015,Eluhooned,Kindlaks tegemata põhjus,2,1
Ida-Viru maakond,2015,Mitteeluhooned,Kuritahtlik,2,1
Ida-Viru maakond,2015,Mitteeluhooned,Rike kütteseadmes,2,1
Ida-Viru maakond,2015,Mitteeluhooned,Rike elektripaigaldises,2,1
Hiiu maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,2,1
Harju maakond,2015,Eluhooned,!Sisestamata!,2,1
Harju maakond,2015,Eluhooned,Isesüttivate ainete ja materjalide hoidmisel,2,1
Harju maakond,2015,Mitteeluhooned,Seadme või süsteemi vale paigaldus,2,1
Harju maakond,2015,Eluhooned,Rike elektriseadmes,2,2
Harju maakond,2015,Eluhooned,Seadme või süsteemi vale paigaldus,2,1
Harju maakond,2015,Mitteeluhooned,Rike elektriseadmes,2,1
Harju maakond,2015,Eluhooned,Rike elektripaigaldises,2,2
Harju maakond,2015,Mitteeluhooned,Tuletöödel,2,1
Harju maakond,2015,Mitteeluhooned,!Sisestamata!,2,12
Harju maakond,2015,Mitteeluhooned,Muu ebaõige käitumine,2,1
Harju maakond,2015,Mitteeluhooned,Tehnilise seadme rike,2,1
Harju maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,2,7
Harju maakond,2015,Eluhooned,Suitsetamisel,2,5
Harju maakond,2015,Eluhooned,Lahtise tule kasutamisel,2,6
Harju maakond,2015,Eluhooned,Rike kütteseadmes,2,1
Harju maakond,2015,Mitteeluhooned,Kuritahtlik,2,1
Harju maakond,2015,Eluhooned,Kindlaks tegemata põhjus,2,5
Harju maakond,2015,Eluhooned,Kütteseadmete kasutamisel,2,4
Harju maakond,2015,Mitteeluhooned,Konstruktsioonipuudus,2,1
Võru maakond,2015,Eluhooned,Muu ebaõige käitumine,3,1
Võru maakond,2015,Mitteeluhooned,Suitsetamisel,3,2
Võru maakond,2015,Mitteeluhooned,Kindlaks tegemata põhjus,3,1
Võru maakond,2015,Mitteeluhooned,Rike elektripaigaldises,3,1
Võru maakond,2015,Eluhooned,Summutist jt seadmetest lenduvad sädemed,3,1
Viljandi maakond,2015,Mitteeluhooned,Konstruktsioonipuudus,3,1
Viljandi maakond,2015,Mitteeluhooned,Kütteseadmete kasutamisel,3,1
Viljandi maakond,2015,Mitteeluhooned,Tehnilise seadme rike,3,1
Viljandi maakond,2015,Eluhooned,Suitsetamisel,3,1
Viljandi maakond,2015,Eluhooned,Konstruktsioonipuudus,3,1
Valga maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,3,2
Valga maakond,2015,Eluhooned,Summutist jt seadmetest lenduvad sädemed,3,1
Valga maakond,2015,Mitteeluhooned,Muu hooletus,3,1
Tartu maakond,2015,Eluhooned,Kütteseadmete kasutamisel,3,1
Tartu maakond,2015,Mitteeluhooned,Suitsetamisel,3,1
Tartu maakond,2015,Mitteeluhooned,Rike elektriseadmes,3,2
Tartu maakond,2015,Mitteeluhooned,Tehnilise seadme rike,3,1
Tartu maakond,2015,Mitteeluhooned,Tuletöödel,3,2
Tartu maakond,2015,Mitteeluhooned,Summutist jt seadmetest lenduvad sädemed,3,1
Tartu maakond,2015,Eluhooned,Suitsetamisel,3,3
Tartu maakond,2015,Mitteeluhooned,Rike kütteseadmes,3,1
Tartu maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,3,1
Tartu maakond,2015,Eluhooned,Rike elektriseadmes,3,2
Saare maakond,2015,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,3,1
Saare maakond,2015,Mitteeluhooned,Rike kütteseadmes,3,1
Saare maakond,2015,Eluhooned,Lahtise tule kasutamisel,3,1
Saare maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,3,1
Rapla maakond,2015,Eluhooned,Konstruktsioonipuudus,3,1
Rapla maakond,2015,Mitteeluhooned,Rike elektriseadmes,3,1
Rapla maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,3,1
Pärnu maakond,2015,Mitteeluhooned,Konstruktsioonipuudus,3,1
Pärnu maakond,2015,Eluhooned,Tuletöödel,3,1
Pärnu maakond,2015,Mitteeluhooned,!Sisestamata!,3,1
Pärnu maakond,2015,Eluhooned,Kuritahtlik,3,1
Pärnu maakond,2015,Eluhooned,Lahtise tule kasutamisel,3,2
Pärnu maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,3,4
Lääne-Viru maakond,2015,Eluhooned,Laste mängimine lahtise tulega,3,1
Lääne-Viru maakond,2015,Eluhooned,Rike elektripaigaldises,3,2
Lääne-Viru maakond,2015,Mitteeluhooned,Rike elektripaigaldises,3,2
Lääne-Viru maakond,2015,Eluhooned,Suitsetamisel,3,1
Lääne-Viru maakond,2015,Eluhooned,"Tahma süttimine suitsulõõris - tahmapõleng, tekkis kahju",3,1
Lääne-Viru maakond,2015,Eluhooned,Lahtise tule kasutamisel,3,1
Lääne-Viru maakond,2015,Mitteeluhooned,Summutist jt seadmetest lenduvad sädemed,3,1
Lääne maakond,2015,Eluhooned,Kütteseadmete kasutamisel,3,1
Järva maakond,2015,Mitteeluhooned,Kindlaks tegemata põhjus,3,1
Järva maakond,2015,Eluhooned,Lahtise tule kasutamisel,3,1
Järva maakond,2015,Eluhooned,Muu ebaõige käitumine,3,1
Järva maakond,2015,Eluhooned,Kuritahtlik,3,1
Jõgeva maakond,2015,Mitteeluhooned,Kuritahtlik,3,1
Jõgeva maakond,2015,Mitteeluhooned,Teadmatus,3,1
Jõgeva maakond,2015,Eluhooned,Muu ebaõige käitumine,3,1
Jõgeva maakond,2015,Eluhooned,Lahtise tule kasutamisel,3,1
Jõgeva maakond,2015,Eluhooned,Rike elektripaigaldises,3,1
Jõgeva maakond,2015,Eluhooned,Suitsetamisel,3,1
Ida-Viru maakond,2015,Eluhooned,Kulu põletamine,3,1
Ida-Viru maakond,2015,Eluhooned,Kütteseadmete kasutamisel,3,3
Ida-Viru maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,3,5
Ida-Viru maakond,2015,Mitteeluhooned,Kulu põletamine,3,1
Ida-Viru maakond,2015,Eluhooned,Muu hooletus,3,1
Ida-Viru maakond,2015,Eluhooned,Rike elektripaigaldises,3,1
Ida-Viru maakond,2015,Mitteeluhooned,Kuritahtlik,3,3
Ida-Viru maakond,2015,Eluhooned,Lahtise tule kasutamisel,3,1
Ida-Viru maakond,2015,Mitteeluhooned,Laste mängimine lahtise tulega,3,1
Ida-Viru maakond,2015,Eluhooned,Suitsetamisel,3,4
Ida-Viru maakond,2015,Eluhooned,Muu ebaõige käitumine,3,1
Harju maakond,2015,Eluhooned,Toiduvalmistamisel (kõrbemine),3,1
Harju maakond,2015,Mitteeluhooned,Kütteseadmete kasutamisel,3,3
Harju maakond,2015,Mitteeluhooned,!Sisestamata!,3,12
Harju maakond,2015,Eluhooned,Kuritahtlik,3,4
Harju maakond,2015,Mitteeluhooned,Rike elektripaigaldises,3,2
Harju maakond,2015,Eluhooned,Rike elektripaigaldises,3,5
Harju maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,3,13
Harju maakond,2015,Mitteeluhooned,Mootorsõiduki elektri- ja toitesüsteemi rike,3,1
Harju maakond,2015,Mitteeluhooned,Suitsetamisel,3,2
Harju maakond,2015,Eluhooned,Lahtise tule kasutamisel,3,11
Harju maakond,2015,Mitteeluhooned,Kulu põletamine,3,1
Harju maakond,2015,Eluhooned,Elektriseadmete kasutamisel,3,1
Harju maakond,2015,Mitteeluhooned,Kuritahtlik,3,3
Harju maakond,2015,Eluhooned,Suitsetamisel,3,3
Harju maakond,2015,Mitteeluhooned,Laste mängimine lahtise tulega,3,1
Harju maakond,2015,Eluhooned,Kindlaks tegemata põhjus,3,1
Harju maakond,2015,Eluhooned,Kütteseadmete kasutamisel,3,3
Harju maakond,2015,Eluhooned,Konstruktsioonipuudus,3,2
Harju maakond,2015,Eluhooned,!Sisestamata!,3,1
Võru maakond,2015,Eluhooned,Toiduvalmistamisel (kõrbemine),4,1
Võru maakond,2015,Mitteeluhooned,Kütteseadmete kasutamisel,4,1
Võru maakond,2015,Mitteeluhooned,Rike kütteseadmes,4,1
Võru maakond,2015,Eluhooned,Lahtise tule kasutamisel,4,1
Viljandi maakond,2015,Mitteeluhooned,Elektriseadmete kasutamisel,4,1
Viljandi maakond,2015,Mitteeluhooned,Rike elektripaigaldises,4,1
Viljandi maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,4,2
Viljandi maakond,2015,Mitteeluhooned,Muu hooletus,4,1
Viljandi maakond,2015,Eluhooned,Kütteseadmete kasutamisel,4,1
Valga maakond,2015,Eluhooned,Kütteseadmete kasutamisel,4,1
Valga maakond,2015,Mitteeluhooned,Muu hooletus,4,1
Tartu maakond,2015,Eluhooned,Suitsetamisel,4,2
Tartu maakond,2015,Mitteeluhooned,Rike kütteseadmes,4,1
Tartu maakond,2015,Mitteeluhooned,Seadme või süsteemi vale paigaldus,4,1
Tartu maakond,2015,Eluhooned,Elektriseadmete kasutamisel,4,1
Tartu maakond,2015,Mitteeluhooned,Kindlaks tegemata põhjus,4,1
Tartu maakond,2015,Eluhooned,Muu hooletus,4,1
Tartu maakond,2015,Eluhooned,Rike elektripaigaldises,4,2
Tartu maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,4,2
Saare maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,4,1
Saare maakond,2015,Eluhooned,Lahtise tule kasutamisel,4,2
Saare maakond,2015,Mitteeluhooned,!Sisestamata!,4,2
Rapla maakond,2015,Eluhooned,Suitsetamisel,4,1
Rapla maakond,2015,Eluhooned,Rike elektripaigaldises,4,1
Rapla maakond,2015,Mitteeluhooned,Muu ebaõige käitumine,4,2
Rapla maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,4,3
Pärnu maakond,2015,Mitteeluhooned,Muu ebaõige käitumine,4,2
Pärnu maakond,2015,Mitteeluhooned,Tuletöödel,4,1
Pärnu maakond,2015,Mitteeluhooned,Kuritahtlik,4,3
Pärnu maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,4,1
Pärnu maakond,2015,Eluhooned,Suitsetamisel,4,1
Pärnu maakond,2015,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,4,1
Pärnu maakond,2015,Eluhooned,Lahtise tule kasutamisel,4,2
Põlva maakond,2015,Eluhooned,Muu hooletus,4,1
Põlva maakond,2015,Mitteeluhooned,Rike kütteseadmes,4,1
Põlva maakond,2015,Mitteeluhooned,Rike elektripaigaldises,4,1
Lääne-Viru maakond,2015,Mitteeluhooned,Konstruktsioonipuudus,4,2
Lääne-Viru maakond,2015,Eluhooned,Lahtise tule kasutamisel,4,2
Lääne-Viru maakond,2015,Eluhooned,Suitsetamisel,4,1
Lääne-Viru maakond,2015,Mitteeluhooned,Rike elektripaigaldises,4,2
Lääne-Viru maakond,2015,Mitteeluhooned,Kindlaks tegemata põhjus,4,1
Lääne-Viru maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,4,1
Lääne maakond,2015,Mitteeluhooned,Suitsetamisel,4,1
Lääne maakond,2015,Mitteeluhooned,Summutist jt seadmetest lenduvad sädemed,4,1
Järva maakond,2015,Mitteeluhooned,Rike elektriseadmes,4,1
Järva maakond,2015,Eluhooned,Suitsetamisel,4,1
Järva maakond,2015,Eluhooned,Konstruktsioonipuudus,4,1
Järva maakond,2015,Eluhooned,Lahtise tule kasutamisel,4,2
Jõgeva maakond,2015,Eluhooned,Lahtise tule kasutamisel,4,1
Jõgeva maakond,2015,Eluhooned,Suitsetamisel,4,3
Jõgeva maakond,2015,Mitteeluhooned,Rike kütteseadmes,4,1
Ida-Viru maakond,2015,Mitteeluhooned,Rike elektripaigaldises,4,1
Ida-Viru maakond,2015,Mitteeluhooned,Kuritahtlik,4,1
Ida-Viru maakond,2015,Eluhooned,Rike elektriseadmes,4,1
Ida-Viru maakond,2015,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,4,1
Ida-Viru maakond,2015,Mitteeluhooned,Kütteseadmete kasutamisel,4,1
Ida-Viru maakond,2015,Mitteeluhooned,Kindlaks tegemata põhjus,4,2
Ida-Viru maakond,2015,Eluhooned,Lahtise tule kasutamisel,4,3
Ida-Viru maakond,2015,Mitteeluhooned,Muu hooletus,4,1
Ida-Viru maakond,2015,Eluhooned,Rike elektripaigaldises,4,2
Ida-Viru maakond,2015,Mitteeluhooned,Kulu põletamine,4,1
Ida-Viru maakond,2015,Mitteeluhooned,Loodusnähtused,4,1
Ida-Viru maakond,2015,Eluhooned,Summutist jt seadmetest lenduvad sädemed,4,1
Ida-Viru maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,4,4
Ida-Viru maakond,2015,Eluhooned,Suitsetamisel,4,5
Ida-Viru maakond,2015,Mitteeluhooned,Rike elektriseadmes,4,1
Ida-Viru maakond,2015,Eluhooned,Kütteseadmete kasutamisel,4,2
Ida-Viru maakond,2015,Eluhooned,Laste mängimine lahtise tulega,4,1
Hiiu maakond,2015,Eluhooned,Toiduvalmistamisel (kõrbemine),4,1
Hiiu maakond,2015,Eluhooned,Rike elektriseadmes,4,1
Hiiu maakond,2015,Eluhooned,Kütteseadmete kasutamisel,4,1
Harju maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,4,18
Harju maakond,2015,Mitteeluhooned,Tehnilise seadme rike,4,1
Harju maakond,2015,Mitteeluhooned,Suitsetamisel,4,1
Harju maakond,2015,Mitteeluhooned,Kuritahtlik,4,2
Harju maakond,2015,Mitteeluhooned,Isesüttivate ainete ja materjalide hoidmisel,4,1
Harju maakond,2015,Eluhooned,Suitsetamisel,4,2
Harju maakond,2015,Eluhooned,Kindlaks tegemata põhjus,4,3
Harju maakond,2015,Eluhooned,Rike kütteseadmes,4,1
Harju maakond,2015,Mitteeluhooned,Konstruktsioonipuudus,4,2
Harju maakond,2015,Mitteeluhooned,!Sisestamata!,4,2
Harju maakond,2015,Eluhooned,Rike elektriseadmes,4,3
Harju maakond,2015,Eluhooned,Lahtise tule kasutamisel,4,2
Harju maakond,2015,Mitteeluhooned,Kütteseadmete kasutamisel,4,1
Harju maakond,2015,Eluhooned,Kütteseadmete kasutamisel,4,1
Harju maakond,2015,Mitteeluhooned,Kindlaks tegemata põhjus,4,1
Harju maakond,2015,Mitteeluhooned,Rike elektripaigaldises,4,2
Harju maakond,2015,Eluhooned,Laste mängimine lahtise tulega,4,1
Harju maakond,2015,Eluhooned,Rike elektripaigaldises,4,1
Võru maakond,2015,Eluhooned,Rike elektripaigaldises,5,1
Võru maakond,2015,Mitteeluhooned,Summutist jt seadmetest lenduvad sädemed,5,1
Võru maakond,2015,Mitteeluhooned,Laste mängimine lahtise tulega,5,1
Viljandi maakond,2015,Eluhooned,Kütteseadmete kasutamisel,5,1
Viljandi maakond,2015,Eluhooned,Kuritahtlik,5,1
Valga maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,5,1
Tartu maakond,2015,Mitteeluhooned,Rike elektriseadmes,5,2
Tartu maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,5,1
Tartu maakond,2015,Eluhooned,Muu hooletus,5,1
Tartu maakond,2015,Mitteeluhooned,Rike elektripaigaldises,5,2
Tartu maakond,2015,Mitteeluhooned,Suitsetamisel,5,1
Tartu maakond,2015,Mitteeluhooned,Kuritahtlik,5,1
Tartu maakond,2015,Eluhooned,Seadme või süsteemi vale paigaldus,5,1
Tartu maakond,2015,Mitteeluhooned,Tehnilise seadme rike,5,1
Tartu maakond,2015,Eluhooned,Kuritahtlik,5,2
Tartu maakond,2015,Eluhooned,Laste mängimine lahtise tulega,5,1
Tartu maakond,2015,Eluhooned,Rike elektriseadmes,5,1
Saare maakond,2015,Mitteeluhooned,!Sisestamata!,5,1
Saare maakond,2015,Eluhooned,Suitsetamisel,5,1
Rapla maakond,2015,Eluhooned,Rike elektripaigaldises,5,1
Rapla maakond,2015,Mitteeluhooned,Rike elektripaigaldises,5,1
Rapla maakond,2015,Eluhooned,Lahtise tule kasutamisel,5,1
Rapla maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,5,2
Rapla maakond,2015,Mitteeluhooned,Rike elektriseadmes,5,1
Pärnu maakond,2015,Mitteeluhooned,Rike elektripaigaldises,5,1
Pärnu maakond,2015,Mitteeluhooned,Kuritahtlik,5,2
Pärnu maakond,2015,Eluhooned,Suitsetamisel,5,1
Pärnu maakond,2015,Eluhooned,Rike elektriseadmes,5,1
Pärnu maakond,2015,Eluhooned,Muu ebaõige käitumine,5,1
Pärnu maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,5,1
Pärnu maakond,2015,Eluhooned,Rike elektripaigaldises,5,1
Pärnu maakond,2015,Mitteeluhooned,Laste mängimine lahtise tulega,5,1
Põlva maakond,2015,Mitteeluhooned,Rike kütteseadmes,5,1
Põlva maakond,2015,Mitteeluhooned,Isesüttivate ainete ja materjalide hoidmisel,5,1
Lääne-Viru maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,5,2
Lääne-Viru maakond,2015,Eluhooned,Laste mängimine lahtise tulega,5,1
Lääne-Viru maakond,2015,Mitteeluhooned,Rike elektriseadmes,5,1
Lääne-Viru maakond,2015,Eluhooned,Lahtise tule kasutamisel,5,1
Lääne-Viru maakond,2015,Eluhooned,Muu hooletus,5,1
Lääne-Viru maakond,2015,Mitteeluhooned,Kindlaks tegemata põhjus,5,1
Lääne-Viru maakond,2015,Mitteeluhooned,Rike kütteseadmes,5,1
Lääne-Viru maakond,2015,Eluhooned,Rike elektriseadmes,5,1
Lääne maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,5,1
Lääne maakond,2015,Mitteeluhooned,Rike kütteseadmes,5,1
Järva maakond,2015,Eluhooned,Suitsetamisel,5,1
Järva maakond,2015,Mitteeluhooned,Rike elektripaigaldises,5,3
Jõgeva maakond,2015,Mitteeluhooned,Laste mängimine lahtise tulega,5,2
Jõgeva maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,5,1
Jõgeva maakond,2015,Mitteeluhooned,Rike elektripaigaldises,5,1
Jõgeva maakond,2015,Eluhooned,Suitsetamisel,5,1
Ida-Viru maakond,2015,Mitteeluhooned,Muu ebaõige käitumine,5,2
Ida-Viru maakond,2015,Eluhooned,Muu ebaõige käitumine,5,1
Ida-Viru maakond,2015,Mitteeluhooned,Kuritahtlik,5,6
Ida-Viru maakond,2015,Mitteeluhooned,Rike kütteseadmes,5,1
Ida-Viru maakond,2015,Eluhooned,Suitsetamisel,5,1
Ida-Viru maakond,2015,Eluhooned,Kuritahtlik,5,2
Ida-Viru maakond,2015,Eluhooned,Rike elektripaigaldises,5,3
Ida-Viru maakond,2015,Eluhooned,Lahtise tule kasutamisel,5,3
Ida-Viru maakond,2015,Eluhooned,Kindlaks tegemata põhjus,5,1
Ida-Viru maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,5,12
Ida-Viru maakond,2015,Eluhooned,Kütteseadmete kasutamisel,5,1
Ida-Viru maakond,2015,Mitteeluhooned,Kütteseadmete kasutamisel,5,1
Hiiu maakond,2015,Mitteeluhooned,Mootorsõiduki elektri- ja toitesüsteemi rike,5,1
Harju maakond,2015,Eluhooned,Kuritahtlik,5,1
Harju maakond,2015,Eluhooned,Muu hooletus,5,1
Harju maakond,2015,Eluhooned,Rike elektriseadmes,5,3
Harju maakond,2015,Mitteeluhooned,Elektriseadmete kasutamisel,5,2
Harju maakond,2015,Mitteeluhooned,Muu hooletus,5,2
Harju maakond,2015,Mitteeluhooned,Kuritahtlik,5,2
Harju maakond,2015,Eluhooned,Elektriseadmete kasutamisel,5,2
Harju maakond,2015,Mitteeluhooned,Rike elektriseadmes,5,3
Harju maakond,2015,Mitteeluhooned,!Sisestamata!,5,1
Harju maakond,2015,Mitteeluhooned,Kindlaks tegemata põhjus,5,6
Harju maakond,2015,Eluhooned,Suitsetamisel,5,4
Harju maakond,2015,Mitteeluhooned,Rike elektripaigaldises,5,1
Harju maakond,2015,Eluhooned,Lahtise tule kasutamisel,5,11
Harju maakond,2015,Eluhooned,Rike elektripaigaldises,5,2
Harju maakond,2015,Eluhooned,Tehnilise seadme rike,5,1
Harju maakond,2015,Eluhooned,Teadmatus,5,1
Harju maakond,2015,Mitteeluhooned,Seadme või süsteemi vale paigaldus,5,1
Harju maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,5,23
Harju maakond,2015,Mitteeluhooned,Tuletöödel,5,2
Harju maakond,2015,Eluhooned,Kindlaks tegemata põhjus,5,1
Harju maakond,2015,Mitteeluhooned,Suitsetamisel,5,1
Võru maakond,2015,Eluhooned,Kuritahtlik,6,1
Võru maakond,2015,Mitteeluhooned,Teadmatus,6,1
Viljandi maakond,2015,Mitteeluhooned,Mootorsõiduki elektri- ja toitesüsteemi rike,6,1
Viljandi maakond,2015,Eluhooned,Kuritahtlik,6,1
Viljandi maakond,2015,Mitteeluhooned,Tuletöödel,6,2
Viljandi maakond,2015,Eluhooned,Rike elektripaigaldises,6,2
Viljandi maakond,2015,Mitteeluhooned,Laste mängimine lahtise tulega,6,1
Valga maakond,2015,Mitteeluhooned,Rike elektriseadmes,6,1
Valga maakond,2015,Mitteeluhooned,Rike kütteseadmes,6,1
Valga maakond,2015,Eluhooned,Muu ebaõige käitumine,6,1
Valga maakond,2015,Eluhooned,Toiduvalmistamisel (kõrbemine),6,1
Valga maakond,2015,Eluhooned,Rike elektripaigaldises,6,1
Valga maakond,2015,Mitteeluhooned,Kütteseadmete kasutamisel,6,1
Valga maakond,2015,Eluhooned,Suitsetamisel,6,1
Valga maakond,2015,Mitteeluhooned,Kuritahtlik,6,1
Valga maakond,2015,Mitteeluhooned,Loodusnähtused,6,1
Valga maakond,2015,Mitteeluhooned,Konstruktsioonipuudus,6,1
Tartu maakond,2015,Mitteeluhooned,Kütteseadmete kasutamisel,6,1
Tartu maakond,2015,Mitteeluhooned,Rike elektriseadmes,6,1
Tartu maakond,2015,Mitteeluhooned,Tehnilise seadme rike,6,1
Tartu maakond,2015,Mitteeluhooned,Rike elektripaigaldises,6,1
Tartu maakond,2015,Eluhooned,Suitsetamisel,6,3
Tartu maakond,2015,Mitteeluhooned,Summutist jt seadmetest lenduvad sädemed,6,1
Tartu maakond,2015,Mitteeluhooned,Elektriseadmete kasutamisel,6,1
Tartu maakond,2015,Mitteeluhooned,Isesüttivate ainete ja materjalide hoidmisel,6,1
Tartu maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,6,1
Tartu maakond,2015,Eluhooned,Lahtise tule kasutamisel,6,1
Saare maakond,2015,Mitteeluhooned,Kütteseadmete kasutamisel,6,2
Saare maakond,2015,Mitteeluhooned,Muu ebaõige käitumine,6,1
Saare maakond,2015,Eluhooned,Rike elektriseadmes,6,1
Rapla maakond,2015,Mitteeluhooned,Muu ebaõige käitumine,6,1
Rapla maakond,2015,Eluhooned,Suitsetamisel,6,1
Rapla maakond,2015,Mitteeluhooned,Rike elektripaigaldises,6,1
Rapla maakond,2015,Mitteeluhooned,Kuritahtlik,6,1
Rapla maakond,2015,Eluhooned,Lahtise tule kasutamisel,6,1
Pärnu maakond,2015,Mitteeluhooned,"Pikselöök, keravälk",6,1
Pärnu maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,6,4
Pärnu maakond,2015,Mitteeluhooned,Muu ebaõige käitumine,6,2
Pärnu maakond,2015,Mitteeluhooned,Rike elektripaigaldises,6,1
Pärnu maakond,2015,Mitteeluhooned,!Sisestamata!,6,1
Pärnu maakond,2015,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,6,1
Pärnu maakond,2015,Mitteeluhooned,Konstruktsioonipuudus,6,2
Põlva maakond,2015,Mitteeluhooned,Muu hooletus,6,1
Põlva maakond,2015,Eluhooned,Muu ebaõige käitumine,6,1
Põlva maakond,2015,Eluhooned,Suitsetamisel,6,1
Põlva maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,6,1
Põlva maakond,2015,Mitteeluhooned,Laste mängimine lahtise tulega,6,1
Põlva maakond,2015,Eluhooned,Rike elektripaigaldises,6,1
Lääne-Viru maakond,2015,Eluhooned,Lahtise tule kasutamisel,6,2
Lääne-Viru maakond,2015,Eluhooned,Laste mängimine lahtise tulega,6,1
Lääne-Viru maakond,2015,Mitteeluhooned,Seadme või süsteemi vale paigaldus,6,1
Lääne-Viru maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,6,7
Lääne-Viru maakond,2015,Eluhooned,Toiduvalmistamisel (kõrbemine),6,1
Lääne-Viru maakond,2015,Mitteeluhooned,Suitsetamisel,6,1
Lääne-Viru maakond,2015,Mitteeluhooned,Tuletöödel,6,1
Lääne maakond,2015,Mitteeluhooned,Suitsetamisel,6,1
Jõgeva maakond,2015,Eluhooned,Loodusnähtused,6,1
Jõgeva maakond,2015,Mitteeluhooned,Suitsetamisel,6,1
Jõgeva maakond,2015,Eluhooned,Isesüttivate ainete ja materjalide hoidmisel,6,1
Ida-Viru maakond,2015,Eluhooned,Rike elektripaigaldises,6,1
Ida-Viru maakond,2015,Mitteeluhooned,Kindlaks tegemata põhjus,6,2
Ida-Viru maakond,2015,Mitteeluhooned,Rike kütteseadmes,6,1
Ida-Viru maakond,2015,Mitteeluhooned,Rike elektriseadmes,6,1
Ida-Viru maakond,2015,Eluhooned,Kütteseadmete kasutamisel,6,1
Ida-Viru maakond,2015,Eluhooned,Kuritahtlik,6,3
Ida-Viru maakond,2015,Eluhooned,Suitsetamisel,6,3
Ida-Viru maakond,2015,Mitteeluhooned,Kuritahtlik,6,4
Ida-Viru maakond,2015,Mitteeluhooned,Lahtise tule kasutamisel,6,13
Ida-Viru maakond,2015,Eluhooned,Toiduvalmistamisel (kõrbemine),6,1
Ida-Viru maakond,2015,Eluhooned,Lahtise tule kasutamisel,6,16
Ida-Viru maakond,2015,Mitteeluhooned,Laste mängimine lahtise tulega,6,2
Ida-Viru maakond,2015,Mitteeluhooned,Seadme või süsteemi vale paigaldus,6,1
Ida-Viru maakond,2015,Eluhooned,Seadme või süsteemi vale paigaldus,6,1
Ida-Viru maakond,2015,Eluhooned,Rike elektriseadmes,6,2
Ida-Viru maakond,2015,Mitteeluhooned,Suitsetamisel,6,1
Hiiu maakond,2015,Mitteeluhooned,Muu ebaõige käitumine,6,1
Harju maakond,2015,Mitteeluhooned,Kütteseadmete kasutamisel,6,2
Harju maakond,2015,Eluhooned,Lahtise tule kasutamisel,6,12
Harju maakond,2015,Mitteeluhooned,Tehnilise seadme rike,6,1
